A,B
4959,173
4959,289
4959,9
4959,170
4959,55
4959,123
4959,7
4960,156
4960,149
4960,33
4960,112
4960,3
4961,28
4961,29
4961,18
4961,51
4961,13
4961,19
4961,17
4961,20
4961,21
4962,73
4962,58
4962,97
4962,7
4964,7
4964,25
4964,4
4964,89
4964,88
4965,45
4965,163
4965,52
4965,299
4965,17
4966,70
4966,215
4966,123
4966,137
4966,93
4966,33
4966,36
4967,180
4967,53
4967,34
4967,58
4967,289
4968,286
4968,106
4968,170
4968,109
4968,100
4968,30
4968,111
4969,180
4969,75
4969,211
4969,58
4969,32
4970,208
4970,155
4970,1
4970,21
4970,103
4971,8
4971,116
4971,153
4971,169
4971,55
4971,25
4971,39
4972,108
4972,14
4972,38
4972,39
4972,115
4972,118
4972,18
4972,59
4972,53
4973,446
4973,447
4973,125
4973,127
4973,308
4973,233
4973,395
4973,274
4973,152
4973,99
4973,62
4974,150
4974,16
4974,116
4974,95
4974,151
4975,156
4975,1
4975,164
4975,113
4975,97
4976,28
4976,122
4976,53
4976,59
4976,210
4977,98
4977,38
4977,43
4977,93
4977,283
4978,31
4978,28
4978,53
4978,20
4979,140
4979,148
4979,106
4979,74
4979,291
4980,182
4980,286
4980,172
4980,187
4980,184
4980,43
4980,99
4981,8
4981,1
4981,55
4981,4
4981,23
4981,181
4981,41
4983,1
4983,16
4983,89
4983,55
4983,56
4984,147
4984,89
4984,148
4984,118
4984,99
4984,100
4984,62
4984,149
4984,8
4985,18
4985,74
4985,98
4985,164
4985,62
4985,115
4985,120
4986,4
4986,92
4986,3
4986,58
4986,164
4987,377
4987,96
4987,25
4987,119
4987,167
4988,165
4988,163
4988,43
4988,166
4988,155
4988,117
4988,111
4989,205
4989,97
4989,243
4990,153
4990,4
4990,73
4990,169
4990,165
4991,138
4991,157
4991,1
4991,55
4991,52
4991,62
4991,32
4992,93
4992,24
4992,165
4992,198
4992,114
4993,21
4993,20
4993,136
4993,18
4993,51
4993,30
4993,161
4993,162
4993,147
4993,163
4993,13
4994,76
4994,159
4994,391
4994,79
4994,46
4994,80
4994,281
4994,132
4994,83
4994,84
4994,282
4995,24
4995,75
4995,20
4995,32
4995,41
4995,105
4995,17
4997,38
4997,50
4997,194
4998,157
4998,73
4998,37
4998,101
4998,95
4999,117
4999,7
4999,123
4999,56
4999,59
5000,107
5000,177
5000,166
5000,14
5000,31
5001,14
5001,18
5001,75
5001,38
5001,19
5001,88
5001,29
5001,23
5001,93
5003,347
5003,132
5003,276
5003,416
5003,129
5003,457
5003,131
5003,293
5003,294
5003,211
5003,21
5004,142
5004,22
5004,98
5004,171
5004,160
5005,30
5005,165
5005,89
5005,107
5005,153
5005,96
5005,33
5006,28
5006,172
5006,153
5006,75
5006,41
5007,96
5007,100
5007,174
5007,208
5007,8
5008,57
5008,170
5008,14
5008,38
5008,113
5008,36
5008,62
5009,175
5009,18
5009,100
5009,39
5009,4
5009,41
5009,16
5010,165
5010,54
5010,173
5010,174
5010,30
5011,117
5011,116
5011,20
5011,56
5011,113
5011,42
5011,62
5012,179
5012,139
5012,101
5012,3
5012,10
5012,93
5012,122
5013,25
5013,88
5013,143
5013,5
5013,144
5014,140
5014,106
5014,8
5014,1
5014,55
5014,23
5014,181
5015,185
5015,186
5015,187
5015,74
5015,188
5016,138
5016,169
5016,146
5016,6
5016,139
5016,189
5016,160
5017,75
5017,30
5017,111
5017,38
5017,13
5019,25
5019,100
5019,105
5019,32
5019,70
5020,110
5020,156
5020,35
5020,74
5020,4
5021,42
5021,33
5021,20
5021,15
5021,34
5021,23
5021,25
5022,51
5022,37
5022,164
5022,112
5022,4
5023,28
5023,38
5023,119
5023,29
5023,30
5023,115
5023,31
5023,118
5023,32
5024,6
5024,24
5024,12
5024,8
5024,25
5024,26
5024,27
5025,32
5025,21
5025,1
5025,33
5025,106
5026,43
5026,44
5026,45
5026,46
5026,47
5026,48
5026,49
5027,108
5027,53
5027,115
5027,89
5027,31
5028,4
5028,6
5028,7
5028,8
5028,9
5028,10
5028,11
5029,156
5029,1
5029,2
5029,22
5029,5
5030,28
5030,29
5030,18
5030,51
5030,13
5031,24
5031,1
5031,14
5031,15
5031,17
5032,138
5032,108
5032,1
5032,22
5032,10
5032,23
5032,2
5033,55
5033,132
5033,91
5033,397
5033,105
5034,96
5034,56
5034,100
5034,117
5034,58
5035,138
5035,104
5035,268
5035,8
5035,7
5036,28
5036,101
5036,165
5036,1
5036,167
5036,17
5036,119
5037,25
5037,14
5037,75
5037,52
5037,100
5038,170
5038,25
5038,98
5038,55
5038,38
5038,30
5038,99
5039,59
5039,16
5039,9
5039,20
5039,61
5039,62
5039,106
5040,55
5040,19
5040,5
5040,56
5040,57
5040,30
5040,32
5041,43
5041,69
5041,70
5041,71
5041,72
5042,44
5042,259
5042,407
5042,232
5042,276
5042,66
5042,131
5042,336
5042,337
5043,140
5043,73
5043,54
5043,74
5043,38
5043,174
5043,3
5043,41
5043,32
5044,59
5044,9
5044,61
5044,55
5044,106
5045,110
5045,19
5045,39
5045,119
5045,3
5046,1
5046,18
5046,101
5046,33
5046,60
5046,164
5046,50
5046,217
5046,89
5046,118
5046,32
5047,32
5047,54
5047,38
5047,55
5047,95
5048,36
5048,149
5048,37
5048,38
5048,113
5049,166
5049,111
5049,75
5049,60
5049,34
5049,31
5049,93
5050,39
5050,62
5050,29
5050,93
5050,90
5050,44
5050,357
5050,358
5050,132
5051,51
5051,280
5051,25
5051,100
5051,155
5052,286
5052,88
5052,103
5052,30
5052,119
5053,41
5053,14
5053,109
5053,330
5053,259
5054,35
5054,26
5054,96
5054,3
5054,61
5055,183
5055,54
5055,96
5055,122
5055,377
5056,75
5056,163
5056,211
5056,18
5056,43
5056,125
5056,65
5056,126
5056,127
5056,128
5056,49
5057,133
5057,38
5057,62
5057,134
5057,135
5058,205
5058,87
5058,13
5058,148
5058,110
5058,20
5058,98
5059,8
5059,139
5059,55
5059,93
5059,137
5059,140
5059,119
5059,50
5059,21
5060,42
5060,141
5060,30
5060,142
5060,6
5061,29
5061,18
5061,136
5061,137
5061,153
5061,30
5061,55
5062,53
5062,89
5062,92
5062,58
5062,55
5062,30
5062,93
5062,118
5062,98
5063,94
5063,114
5063,115
5063,116
5063,117
5064,14
5064,18
5064,75
5064,38
5064,19
5064,88
5064,29
5064,23
5064,93
5065,20
5065,19
5065,9
5065,173
5065,123
5066,119
5066,73
5066,56
5066,41
5066,121
5068,93
5068,165
5068,198
5069,29
5069,106
5069,58
5069,165
5070,5
5070,53
5070,254
5071,142
5071,156
5071,86
5071,6
5071,56
5071,59
5071,89
5072,109
5072,103
5072,10
5072,139
5072,138
5073,75
5073,39
5073,73
5073,26
5073,95
5074,256
5074,97
5074,61
5074,58
5074,241
5075,74
5075,118
5075,164
5075,50
5075,31
5077,55
5077,18
5077,60
5077,13
5077,119
5077,50
5077,38
5078,87
5078,98
5078,174
5078,123
5078,97
5079,30
5079,38
5079,285
5079,187
5079,144
5079,286
5079,191
5080,30
5080,19
5080,109
5080,14
5080,106
5080,4
5080,117
5081,13
5081,73
5081,26
5081,97
5081,61
5082,30
5082,19
5082,109
5082,14
5082,106
5082,4
5082,117
5083,56
5083,138
5083,106
5083,8
5083,6
5084,157
5084,32
5084,89
5084,41
5084,101
5084,52
5084,42
5085,180
5085,157
5085,218
5085,37
5085,38
5085,20
5085,31
5086,150
5086,16
5086,116
5086,95
5086,151
5087,6
5087,173
5087,115
5087,39
5087,223
5089,55
5089,170
5089,56
5089,58
5089,30
5091,103
5091,43
5091,170
5091,18
5091,163
5091,105
5091,51
5092,106
5092,108
5092,74
5092,60
5092,27
5093,28
5093,165
5093,54
5093,89
5093,62
5094,115
5094,16
5094,264
5094,105
5094,57
5095,16
5095,73
5095,43
5095,34
5095,29
5096,87
5096,149
5096,55
5096,100
5096,112
5096,50
5096,30
5097,160
5097,33
5097,10
5097,25
5097,42
5097,190
5097,169
5098,13
5098,73
5098,26
5098,97
5098,61
5099,138
5099,426
5099,427
5099,61
5099,30
5099,49
5099,105
5099,441
5099,62
5101,38
5101,100
5101,97
5101,137
5101,6
5102,147
5102,1
5102,50
5102,38
5102,136
5102,75
5102,32
5103,28
5103,53
5103,89
5103,92
5103,58
5104,204
5104,8
5104,30
5104,73
5104,239
5105,32
5105,14
5105,139
5105,13
5105,1
5105,106
5105,173
5107,25
5107,18
5107,75
5107,52
5107,100
5108,14
5108,70
5108,19
5108,88
5108,31
5109,164
5109,237
5109,75
5109,53
5109,46
5110,39
5110,29
5110,59
5110,138
5110,113
5111,28
5111,89
5111,52
5111,49
5111,51
5111,18
5111,259
5111,347
5111,260
5111,261
5111,262
5112,55
5112,18
5112,163
5112,29
5112,51
5112,52
5112,28
5113,6
5113,21
5113,25
5113,178
5113,179
5113,3
5113,101
5114,110
5114,149
5114,92
5114,74
5114,164
5114,2
5114,112
5115,56
5115,325
5115,199
5115,94
5115,12
5116,139
5116,88
5116,10
5116,196
5116,160
5117,122
5117,123
5117,147
5117,28
5117,138
5117,169
5117,172
5117,33
5117,13
5118,35
5118,55
5118,19
5118,5
5118,56
5118,57
5118,58
5118,30
5118,32
5119,36
5119,16
5119,62
5119,122
5119,118
5120,28
5120,109
5120,55
5120,53
5120,29
5120,213
5120,118
5121,86
5121,38
5121,97
5121,29
5121,194
5122,96
5122,56
5122,117
5122,163
5122,58
5123,138
5123,100
5123,39
5123,50
5123,4
5123,41
5123,16
5124,1
5124,74
5124,203
5124,119
5124,56
5124,41
5124,120
5125,51
5125,95
5125,240
5125,61
5125,103
5126,138
5126,108
5126,3
5126,22
5126,10
5126,23
5126,16
5127,19
5127,10
5127,30
5127,28
5127,13
5128,101
5128,1
5128,14
5128,36
5128,170
5128,30
5128,136
5129,138
5129,1
5129,2
5129,3
5129,89
5130,41
5130,111
5130,197
5130,173
5130,198
5131,157
5131,107
5131,73
5131,18
5131,56
5131,4
5131,29
5131,115
5131,120
5132,42
5132,33
5132,20
5132,32
5132,23
5132,35
5132,25
5133,156
5133,149
5133,33
5133,112
5133,3
5134,103
5134,20
5134,147
5134,106
5134,122
5135,183
5135,177
5135,116
5135,199
5135,97
5136,21
5136,13
5136,100
5136,116
5136,140
5137,24
5137,31
5137,244
5137,155
5137,240
5138,170
5138,39
5138,29
5138,25
5138,113
5139,183
5139,177
5139,116
5139,199
5139,97
5140,87
5140,1
5140,56
5140,50
5140,10
5140,58
5140,120
5141,109
5141,38
5141,41
5141,31
5141,4
5141,29
5141,138
5142,156
5142,149
5142,33
5142,117
5142,3
5143,142
5143,149
5143,92
5143,37
5143,38
5143,112
5143,194
5144,169
5144,12
5144,25
5144,98
5144,37
5144,153
5144,73
5145,4
5145,31
5145,33
5145,51
5145,61
5145,111
5145,105
5146,206
5146,35
5146,38
5146,72
5146,74
5147,142
5147,122
5147,39
5147,33
5147,72
5148,157
5148,37
5148,101
5148,119
5148,95
5149,62
5149,9
5149,96
5149,97
5149,115
5150,415
5150,55
5150,18
5150,75
5150,38
5150,53
5150,50
5150,34
5150,29
5150,103
5150,93
5151,73
5151,1
5151,4
5151,61
5151,120
5152,166
5152,14
5152,18
5152,12
5152,173
5153,163
5153,75
5153,1
5153,167
5153,16
5154,180
5154,20
5154,95
5154,31
5154,122
5155,206
5155,21
5155,214
5155,29
5155,52
5155,215
5155,216
5156,36
5156,92
5156,37
5156,38
5156,112
5157,110
5157,74
5157,140
5157,116
5157,51
5158,38
5158,171
5158,120
5158,93
5158,243
5159,103
5159,15
5159,58
5159,74
5159,1
5159,196
5159,209
5160,98
5160,14
5160,75
5160,30
5160,194
5161,182
5161,12
5161,183
5161,184
5161,136
5161,165
5161,10
5161,16
5161,62
5162,86
5162,36
5162,87
5162,108
5162,14
5162,113
5162,52
5162,192
5162,58
5162,23
5162,115
5162,93
5162,31
5163,6
5163,173
5163,115
5163,39
5163,223
5164,74
5164,219
5164,220
5164,221
5164,222
5165,106
5165,108
5165,74
5165,60
5165,27
5166,180
5166,157
5166,218
5166,37
5166,74
5166,38
5166,113
5167,60
5167,157
5167,32
5167,89
5167,41
5167,101
5167,42
5168,165
5168,54
5168,117
5168,155
5168,101
5169,157
5169,73
5169,169
5169,38
5169,56
5170,73
5170,33
5170,26
5170,4
5170,61
5171,30
5171,19
5171,109
5171,14
5171,106
5171,4
5171,117
5172,180
5172,157
5172,218
5172,37
5172,38
5172,20
5172,31
5173,99
5173,224
5173,225
5173,226
5173,227
5174,6
5174,166
5174,174
5174,123
5174,97
5175,165
5175,163
5175,43
5175,166
5175,155
5175,117
5175,111
5176,182
5176,36
5176,255
5176,35
5176,55
5177,25
5177,14
5177,96
5177,100
5177,32
5178,147
5178,10
5178,59
5178,1
5178,28
5179,256
5179,97
5179,61
5179,111
5179,31
5179,58
5179,138
5179,241
5179,28
5180,73
5180,195
5180,100
5180,116
5180,4
5181,142
5181,156
5181,86
5181,6
5181,56
5181,59
5181,89
5182,109
5182,103
5182,10
5182,139
5182,138
5183,242
5183,29
5183,55
5183,106
5184,35
5184,39
5184,22
5184,52
5184,5
5184,62
5184,32
5185,153
5185,50
5185,61
5185,89
5185,190
5185,53
5185,198
5186,109
5186,147
5186,10
5186,73
5186,238
5186,105
5186,106
5187,28
5187,73
5187,55
5187,74
5187,26
5187,3
5187,58
5189,6
5189,21
5189,25
5189,178
5189,179
5189,3
5189,101
5190,101
5190,43
5190,238
5190,75
5190,147
5191,19
5191,37
5191,217
5191,92
5191,2
5192,14
5192,70
5192,19
5192,88
5192,31
5193,14
5193,18
5193,96
5193,32
5193,93
5195,28
5195,53
5195,89
5195,92
5195,58
5196,147
5196,1
5196,50
5196,38
5196,136
5196,75
5196,32
5197,256
5197,61
5197,111
5197,31
5197,138
5198,97
5198,137
5198,7
5198,6
5198,138
5199,202
5199,25
5199,4
5199,73
5199,123
5200,21
5200,12
5200,25
5200,96
5200,4
5200,61
5200,122
5201,87
5201,149
5201,100
5201,112
5201,105
5201,50
5201,30
5202,16
5202,73
5202,43
5202,55
5202,34
5202,101
5202,29
5203,115
5203,16
5203,264
5203,55
5203,175
5203,96
5203,105
5203,57
5203,30
5204,28
5204,165
5204,54
5204,89
5204,62
5206,106
5206,108
5206,60
5206,27
5206,237
5208,28
5208,119
5208,29
5208,30
5208,31
5210,103
5210,166
5210,14
5210,62
5210,153
5211,32
5211,52
5211,241
5211,118
5211,10
5212,33
5212,20
5212,15
5212,34
5212,32
5212,23
5212,35
5213,156
5213,51
5213,33
5213,3
5213,113
5214,107
5214,73
5214,18
5214,56
5214,120
5215,41
5215,111
5215,197
5215,173
5215,198
5216,60
5216,53
5216,32
5216,56
5216,25
5216,41
5216,58
5217,204
5217,7
5217,13
5217,117
5217,95
5218,30
5218,139
5218,27
5218,26
5218,73
5219,100
5219,116
5219,113
5219,23
5219,32
5220,200
5220,201
5220,16
5220,36
5220,170
5221,105
5221,119
5221,4
5221,210
5221,55
5222,156
5222,1
5222,74
5222,203
5222,119
5222,56
5222,41
5223,117
5223,56
5223,155
5223,96
5223,163
5224,175
5224,18
5224,100
5224,39
5224,4
5224,41
5224,16
5225,234
5225,265
5225,91
5225,93
5225,397
5226,109
5226,19
5226,53
5226,49
5226,62
5226,192
5226,118
5227,110
5227,108
5227,35
5227,53
5227,217
5228,190
5228,18
5228,58
5228,114
5228,242
5229,35
5229,19
5229,5
5229,56
5229,58
5229,30
5229,32
5230,122
5230,123
5230,147
5230,28
5230,138
5230,169
5230,172
5230,33
5230,13
5231,139
5231,195
5231,88
5231,10
5231,196
5232,8
5232,116
5232,153
5232,169
5232,55
5232,25
5232,39
5233,28
5233,17
5233,152
5233,170
5233,19
5233,75
5233,21
5234,86
5234,36
5234,108
5234,14
5234,38
5234,56
5234,88
5234,192
5234,58
5234,23
5234,42
5234,93
5234,31
5235,14
5235,75
5235,112
5235,120
5235,30
5236,110
5236,140
5236,116
5236,12
5236,51
5237,87
5237,37
5237,10
5237,16
5237,38
5237,58
5237,2
5238,36
5238,92
5238,38
5238,112
5238,113
5239,87
5239,166
5239,98
5239,58
5239,122
5240,140
5240,174
5240,289
5240,290
5240,291
5240,173
5240,122
5241,163
5241,75
5241,1
5241,167
5241,16
5242,13
5242,1
5242,4
5242,61
5242,120
5243,105
5243,122
5243,18
5243,1
5243,74
5244,109
5244,149
5244,37
5244,96
5244,119
5245,123
5245,55
5245,20
5245,56
5245,12
5246,35
5246,134
5246,14
5246,21
5246,89
5246,172
5246,50
5247,100
5247,109
5247,33
5247,51
5247,61
5247,111
5247,105
5248,109
5248,38
5248,41
5248,31
5248,4
5248,29
5248,138
5249,156
5249,149
5249,33
5249,117
5249,3
5250,8
5250,87
5250,74
5250,119
5250,50
5251,183
5251,177
5251,116
5251,199
5251,97
5252,58
5252,105
5252,139
5252,100
5253,170
5253,29
5253,59
5253,138
5253,113
5253,42
5253,100
5254,28
5254,160
5254,89
5254,136
5254,207
5255,157
5255,101
5255,119
5255,95
5255,3
5256,18
5256,74
5256,98
5256,164
5256,29
5256,62
5256,120
5257,20
5257,14
5257,46
5257,1
5257,38
5257,191
5257,4
5259,24
5259,75
5259,20
5259,32
5259,41
5259,105
5259,17
5260,76
5260,159
5260,391
5260,281
5260,132
5260,28
5260,160
5261,8
5261,158
5261,100
5261,56
5261,59
5261,25
5261,19
5262,153
5262,4
5262,73
5262,169
5262,165
5263,163
5263,43
5263,166
5263,97
5263,117
5263,111
5263,25
5264,4
5264,92
5264,3
5264,2
5264,22
5264,168
5264,195
5265,147
5265,89
5265,148
5265,118
5265,99
5265,100
5265,62
5265,149
5265,8
5266,75
5266,30
5266,111
5266,38
5266,13
5267,138
5267,145
5267,146
5267,139
5267,59
5268,103
5268,15
5268,74
5268,1
5268,34
5270,182
5270,286
5270,172
5270,187
5270,184
5270,43
5270,99
5271,61
5271,140
5271,139
5271,106
5271,291
5272,157
5272,98
5272,75
5272,38
5272,29
5272,49
5272,43
5272,93
5272,283
5273,153
5273,24
5273,7
5273,154
5273,107
5273,155
5273,95
5274,156
5274,1
5274,164
5274,119
5274,113
5275,150
5275,16
5275,116
5275,95
5275,151
5276,110
5276,156
5276,35
5276,74
5276,4
5277,36
5277,25
5277,100
5277,105
5277,32
5277,70
5277,16
5278,140
5278,174
5278,289
5278,290
5278,291
5278,173
5278,122
5280,147
5280,36
5280,35
5280,74
5280,50
5280,29
5280,115
5280,93
5280,89
5281,190
5281,69
5281,50
5281,10
5281,89
5281,191
5281,74
5282,185
5282,186
5282,187
5282,74
5282,188
5283,140
5283,106
5283,8
5283,1
5283,4
5283,23
5283,41
5284,179
5284,55
5284,101
5284,3
5284,456
5284,10
5284,122
5285,108
5285,75
5285,55
5285,22
5285,112
5285,58
5285,228
5286,1
5286,28
5286,210
5286,373
5286,30
5286,329
5286,374
5287,180
5287,14
5287,117
5287,116
5287,20
5287,42
5287,62
5288,138
5288,100
5288,39
5288,50
5288,4
5288,41
5288,16
5289,165
5289,54
5289,173
5289,174
5289,30
5290,96
5290,100
5290,174
5290,208
5290,8
5291,170
5291,14
5291,113
5291,36
5291,115
5291,62
5291,58
5292,28
5292,172
5292,153
5292,75
5292,15
5293,30
5293,165
5293,16
5293,89
5293,29
5294,51
5294,30
5294,125
5294,65
5294,126
5294,130
5294,131
5294,132
5294,19
5294,147
5294,136
5295,4
5295,92
5295,3
5295,58
5295,164
5296,138
5296,142
5296,22
5296,35
5296,98
5296,171
5296,170
5296,160
5296,28
5297,302
5297,347
5297,292
5297,129
5297,131
5297,234
5297,259
5297,293
5297,294
5297,78
5297,453
5298,107
5298,8
5298,149
5298,14
5298,95
5299,139
5299,55
5299,52
5299,89
5299,32
5300,110
5300,149
5300,37
5300,74
5300,2
5300,62
5300,112
5301,169
5301,148
5301,16
5301,107
5301,178
5302,14
5302,153
5302,54
5302,380
5302,8
5303,140
5303,8
5303,74
5303,75
5303,38
5303,174
5303,3
5303,41
5303,32
5304,43
5304,69
5304,70
5304,71
5304,72
5305,55
5305,19
5305,5
5305,56
5305,57
5305,30
5305,32
5306,59
5306,60
5306,16
5306,9
5306,20
5306,55
5306,106
5307,170
5307,139
5307,25
5307,55
5307,74
5307,30
5307,99
5308,14
5308,18
5308,96
5308,32
5308,93
5309,63
5309,299
5309,46
5309,80
5309,425
5309,83
5309,75
5310,86
5310,36
5310,87
5310,88
5310,29
5310,89
5310,90
5310,44
5310,91
5311,92
5311,18
5311,63
5311,93
5311,32
5312,1
5312,3
5312,22
5312,10
5312,23
5312,2
5312,16
5313,200
5313,201
5313,16
5313,36
5313,170
5313,167
5313,202
5314,43
5314,51
5314,107
5314,147
5314,19
5315,50
5315,110
5315,53
5315,38
5315,164
5315,331
5315,332
5315,175
5315,57
5316,4
5316,6
5316,7
5316,8
5316,9
5316,10
5316,11
5317,19
5317,93
5317,97
5317,177
5317,4
5318,30
5318,52
5318,53
5318,43
5318,54
5319,43
5319,44
5319,45
5319,46
5319,47
5319,48
5319,49
5320,6
5320,24
5320,12
5320,8
5320,25
5320,26
5320,27
5321,24
5321,105
5321,10
5321,30
5321,3
5322,36
5322,37
5322,38
5322,39
5322,40
5322,41
5322,42
5323,62
5323,160
5323,73
5323,116
5323,88
5324,20
5324,19
5324,9
5324,173
5324,123
5325,33
5325,30
5325,1
5325,55
5325,50
5325,51
5325,139
5326,8
5326,87
5326,74
5326,119
5326,50
5327,94
5327,114
5327,115
5327,116
5327,117
5328,55
5328,30
5328,93
5328,118
5328,98
5329,29
5329,18
5329,136
5329,137
5329,153
5329,30
5329,138
5330,169
5330,12
5330,25
5330,98
5330,37
5330,153
5330,73
5331,110
5331,149
5331,37
5331,38
5331,112
5331,113
5331,194
5332,8
5332,139
5332,55
5332,93
5332,137
5332,140
5332,119
5332,50
5332,21
5333,149
5333,100
5333,119
5333,97
5333,333
5334,138
5334,205
5334,112
5334,13
5334,148
5334,110
5334,20
5335,133
5335,38
5335,62
5335,134
5335,135
5336,124
5336,71
5336,26
5336,7
5336,32
5337,73
5337,26
5337,3
5337,61
5337,8
5338,170
5338,14
5338,184
5338,10
5338,196
5338,115
5338,30
5339,41
5339,14
5339,106
5339,109
5339,29
5340,271
5340,272
5340,273
5340,46
5340,356
5340,276
5340,278
5341,107
5341,106
5341,108
5341,74
5341,27
5342,101
5342,102
5342,103
5342,104
5342,105
5342,106
5342,6
5343,100
5343,190
5343,170
5343,238
5343,56
5344,7
5344,106
5344,75
5344,116
5344,20
5344,61
5344,196
5345,58
5345,59
5345,93
5345,60
5345,111
5346,87
5346,37
5346,10
5346,16
5346,110
5346,58
5346,2
5347,36
5347,92
5347,37
5347,38
5347,113
5348,1
5348,18
5348,101
5348,33
5348,60
5348,164
5348,50
5348,217
5348,89
5348,118
5348,32
5349,17
5349,170
5349,52
5349,49
5349,30
5349,365
5349,234
5349,459
5349,274
5349,159
5349,407
5350,73
5350,74
5350,19
5350,119
5350,3
5351,18
5351,101
5351,164
5351,217
5351,32
5352,110
5352,73
5352,74
5352,39
5352,3
5353,268
5353,7
5353,6
5353,10
5353,119
5354,110
5354,149
5354,116
5354,12
5354,51
5355,18
5355,38
5355,22
5355,171
5355,5
5355,120
5355,93
5355,17
5355,443
5356,180
5356,75
5356,211
5356,58
5356,32
5357,179
5357,25
5357,50
5357,89
5357,88
5359,51
5359,280
5359,25
5359,100
5359,155
5360,110
5360,13
5360,73
5360,1
5360,61
5361,70
5361,215
5361,123
5361,137
5361,93
5362,4
5362,173
5362,122
5362,1
5362,74
5363,36
5363,108
5363,35
5363,55
5363,193
5363,19
5363,53
5363,217
5363,122
5364,45
5364,300
5364,163
5364,52
5364,17
5365,109
5365,96
5365,38
5365,119
5365,3
5366,133
5366,38
5366,62
5366,134
5366,135
5367,38
5367,160
5367,29
5367,118
5367,30
5367,14
5367,119
5368,89
5368,13
5368,10
5368,52
5368,191
5368,75
5368,202
5369,100
5369,109
5369,4
5369,31
5369,33
5369,51
5369,61
5370,109
5370,38
5370,41
5370,106
5370,31
5370,29
5370,138
5371,156
5371,8
5371,149
5371,117
5371,120
5372,1
5372,56
5372,50
5372,89
5372,58
5372,16
5372,120
5373,211
5373,191
5373,119
5373,41
5374,4
5374,103
5374,11
5374,297
5374,116
5374,119
5374,148
5375,74
5375,58
5375,30
5375,289
5375,42
5376,62
5376,119
5376,73
5376,56
5376,113
5376,41
5376,121
5377,96
5377,21
5377,244
5377,155
5377,240
5378,111
5378,173
5378,33
5378,117
5378,30
5379,163
5379,190
5379,172
5379,33
5379,6
5380,103
5380,166
5380,14
5380,20
5380,147
5380,106
5380,122
5381,42
5381,33
5381,20
5381,32
5381,23
5381,35
5381,25
5382,51
5382,37
5382,116
5382,56
5382,4
5383,74
5383,103
5383,211
5383,58
5383,30
5383,289
5383,42
5383,89
5383,160
5384,157
5384,107
5384,18
5384,115
5384,120
5385,63
5385,424
5385,82
5385,83
5385,75
5386,28
5386,12
5386,58
5386,378
5386,190
5387,43
5387,44
5387,270
5387,423
5387,46
5387,47
5387,401
5387,45
5387,232
5388,204
5388,205
5388,117
5388,95
5388,171
5389,101
5389,1
5389,14
5389,36
5389,170
5389,30
5389,136
5390,138
5390,108
5390,1
5390,10
5390,23
5390,2
5390,16
5391,28
5391,29
5391,18
5391,51
5391,13
5391,19
5391,17
5391,20
5391,21
5392,51
5392,95
5392,240
5392,61
5392,103
5393,110
5393,56
5393,100
5393,163
5393,58
5394,175
5394,18
5394,100
5394,39
5394,50
5394,41
5394,176
5395,73
5395,58
5395,97
5395,7
5396,69
5396,62
5396,97
5396,6
5396,55
5397,92
5397,265
5397,91
5397,63
5397,397
5398,206
5398,21
5398,214
5398,29
5398,52
5398,215
5398,216
5399,28
5399,19
5399,53
5399,29
5399,49
5399,192
5399,118
5400,36
5400,193
5400,19
5400,30
5400,122
5401,149
5401,195
5401,112
5401,3
5401,89
5402,70
5402,215
5402,123
5402,137
5402,93
5402,33
5402,36
5403,268
5403,7
5403,10
5403,119
5403,217
5404,62
5404,9
5404,7
5404,115
5404,107
5405,140
5405,8
5405,73
5405,54
5405,74
5405,75
5405,38
5405,3
5405,32
5406,43
5406,63
5406,44
5406,64
5406,259
5406,407
5406,65
5406,232
5406,276
5406,66
5406,131
5406,67
5406,336
5406,68
5406,337
5407,56
5407,325
5407,199
5407,94
5407,12
5408,43
5408,14
5408,89
5408,100
5408,132
5409,101
5409,170
5409,32
5409,136
5409,35
5409,172
5409,50
5411,89
5411,13
5411,10
5411,52
5411,191
5411,75
5411,202
5412,55
5412,30
5412,93
5412,118
5412,98
5413,165
5413,54
5413,173
5413,174
5413,30
5414,100
5414,24
5414,177
5414,174
5414,8
5415,153
5415,42
5415,69
5415,95
5415,79
5416,153
5416,75
5416,15
5416,155
5416,41
5417,12
5417,6
5417,55
5417,101
5417,196
5418,87
5418,149
5418,55
5418,100
5418,112
5418,50
5418,30
5419,16
5419,73
5419,43
5419,34
5419,29
5420,420
5420,298
5420,242
5420,421
5420,20
5420,28
5420,163
5420,21
5420,29
5422,32
5422,55
5422,96
5422,105
5422,160
5422,123
5422,49
5423,18
5423,53
5423,364
5423,110
5423,163
5423,62
5423,58
5423,60
5423,16
5423,211
5423,1
5424,36
5424,25
5424,100
5424,105
5424,32
5424,70
5424,16
5425,28
5425,122
5425,53
5425,59
5425,210
5426,337
5426,302
5426,405
5426,303
5426,306
5426,307
5426,304
5426,233
5426,234
5426,131
5426,422
5426,308
5426,266
5427,150
5427,16
5427,116
5427,95
5427,151
5428,138
5428,55
5428,42
5428,96
5428,180
5429,165
5429,54
5429,169
5429,179
5429,101
5430,13
5430,6
5430,89
5430,393
5430,43
5431,107
5431,87
5431,139
5431,98
5431,75
5431,96
5431,53
5431,56
5431,34
5431,115
5431,122
5432,30
5432,19
5432,109
5432,14
5432,106
5432,4
5432,117
5433,180
5433,157
5433,37
5433,74
5433,38
5433,113
