A,B
595,139
595,25
595,55
595,74
595,38
595,30
595,99
596,156
596,195
596,97
596,5
596,41
597,35
597,101
597,53
597,52
597,160
598,53
598,164
598,331
598,332
598,175
599,43
599,44
599,45
599,46
599,47
599,48
599,49
600,32
600,21
600,51
600,33
600,106
601,29
601,334
601,100
601,157
601,335
602,156
602,108
602,1
602,74
602,203
602,119
602,120
603,32
603,52
603,241
603,118
603,10
603,19
603,196
603,113
603,139
604,24
604,105
604,10
604,30
604,3
605,1
605,22
605,10
605,23
605,24
606,200
606,201
606,16
606,36
606,170
607,12
607,14
607,73
607,244
607,74
608,65
608,233
608,132
608,372
608,43
609,205
609,87
609,13
609,148
609,110
609,20
609,98
610,153
610,54
610,27
610,119
610,179
612,169
612,23
612,56
612,6
612,26
612,24
612,35
613,98
613,288
613,120
613,32
613,37
614,1
614,210
614,373
614,329
614,374
614,349
614,351
615,166
615,53
615,174
615,10
615,291
615,30
615,122
616,28
616,103
616,43
616,18
616,89
616,20
616,51
617,98
617,170
617,74
617,56
617,88
617,58
617,30
618,55
618,10
618,123
618,202
618,242
619,53
619,163
619,62
619,32
619,166
619,1
619,110
620,107
620,8
620,149
620,101
620,95
621,25
621,14
621,38
621,309
621,50
621,4
621,194
622,38
622,160
622,29
622,118
622,30
622,14
622,119
623,160
623,163
623,32
623,60
623,103
623,105
623,137
623,10
623,106
624,39
624,22
624,52
624,217
624,5
624,62
624,160
625,101
625,6
625,155
625,173
625,61
626,296
626,25
626,166
626,19
626,174
626,50
626,61
627,259
627,375
627,262
627,260
627,341
627,305
627,342
627,46
627,376
627,343
627,233
627,344
627,277
628,30
628,73
628,92
628,239
628,10
629,142
629,86
629,6
629,52
629,5
629,59
629,89
630,29
630,109
630,74
630,100
630,96
631,73
631,195
631,100
631,116
631,4
632,165
632,43
632,155
632,97
632,117
632,111
632,25
633,255
633,14
633,123
633,211
633,10
633,49
633,354
634,8
634,6
634,18
634,74
634,120
635,180
635,73
635,98
635,112
635,30
635,16
635,42
636,110
636,18
636,74
636,98
636,164
636,62
636,115
637,163
637,62
637,166
637,1
637,41
637,110
638,30
638,115
638,110
638,55
638,75
639,29
639,55
639,58
639,153
639,109
640,33
640,102
640,69
640,240
640,377
640,165
640,74
641,93
641,24
641,165
641,198
641,114
642,28
642,73
642,55
642,74
642,26
642,3
642,58
643,61
643,140
643,148
643,106
643,74
644,139
644,38
644,52
644,75
645,53
645,33
645,73
645,3
645,229
646,35
646,52
646,101
646,29
646,123
646,93
646,136
646,9
646,58
647,153
647,24
647,7
647,154
647,107
647,155
647,95
648,108
648,105
648,89
648,148
648,100
649,153
649,27
649,179
649,23
649,353
650,156
650,87
650,1
650,164
650,119
650,113
650,97
652,8
652,1
652,55
652,4
652,23
652,181
652,41
653,206
653,21
653,214
653,29
653,52
653,215
653,216
654,73
654,58
654,97
654,7
655,163
655,75
655,1
655,167
655,16
656,74
656,244
656,69
656,97
656,55
657,35
657,26
657,96
657,3
657,61
658,149
658,112
658,148
658,23
658,89
659,105
659,4
659,173
659,74
659,146
660,8
660,97
660,164
660,107
660,26
661,36
661,108
661,35
661,55
661,19
661,53
661,30
661,62
661,122
662,182
662,12
662,183
662,165
662,10
662,16
662,62
663,73
663,74
663,19
663,39
663,119
664,8
664,7
664,6
664,10
664,217
665,56
665,240
665,21
665,153
665,52
665,238
665,61
666,103
666,15
666,14
666,34
666,209
667,110
667,74
667,140
667,149
667,12
668,180
668,75
668,211
668,58
668,32
669,163
669,190
669,172
669,33
669,6
670,62
670,160
670,116
670,88
670,121
671,96
671,21
671,24
671,31
671,155
672,21
672,13
672,100
672,116
672,98
673,296
673,149
673,25
673,166
673,19
673,174
673,346
674,38
674,160
674,29
674,118
674,30
674,14
674,119
675,30
675,136
675,116
675,123
675,240
675,109
675,94
676,100
676,109
676,4
676,31
676,33
676,51
676,105
677,169
677,12
677,25
677,98
677,37
677,153
677,73
678,110
678,142
678,92
678,38
678,112
678,113
678,194
679,73
679,37
679,95
679,310
679,61
679,16
679,99
680,156
680,149
680,33
680,117
680,3
681,119
681,173
681,289
681,9
681,170
681,55
681,58
682,28
682,29
682,18
682,51
682,13
682,19
682,17
682,20
682,21
683,156
683,51
683,149
683,112
683,113
684,163
684,190
684,172
684,33
684,6
685,4
685,103
685,11
685,297
685,116
685,119
685,148
686,156
686,1
686,74
686,203
686,119
686,56
686,41
687,74
687,103
687,211
687,58
687,42
688,149
688,88
688,23
688,41
688,160
689,28
689,35
689,58
689,378
689,190
690,180
690,157
690,28
690,53
690,34
690,52
690,58
690,289
690,122
691,286
691,106
691,170
691,109
691,100
691,30
691,111
692,108
692,14
692,38
692,115
692,18
693,8
693,116
693,153
693,169
693,55
693,25
693,39
694,208
694,155
694,1
694,21
694,103
695,86
695,38
695,97
695,29
695,194
696,73
696,58
696,97
696,7
698,7
698,50
698,4
698,89
698,88
699,28
699,30
699,45
699,75
699,300
699,163
699,29
699,52
699,299
699,152
699,17
700,190
700,35
700,18
700,379
700,114
702,74
702,139
702,13
702,1
702,106
702,173
702,59
703,131
703,108
703,311
703,58
703,112
704,138
704,142
704,22
704,35
704,98
704,171
704,170
704,160
704,28
705,147
705,1
705,50
705,38
705,136
705,75
705,32
706,33
706,56
706,59
706,35
706,75
706,201
706,105
707,104
707,195
707,100
707,4
707,89
708,110
708,92
708,37
708,74
708,2
708,62
708,112
709,43
709,14
709,89
709,100
709,132
710,14
710,153
710,54
710,380
710,8
711,39
711,22
711,52
711,217
711,5
711,62
711,160
712,362
712,74
712,381
713,164
713,237
713,75
713,53
713,46
714,25
714,195
714,309
714,56
714,50
714,4
714,194
715,303
715,382
715,383
715,235
717,36
717,98
717,55
717,170
717,74
717,88
717,30
718,180
718,157
718,37
718,38
718,20
718,113
718,31
719,24
719,7
719,6
719,119
719,42
719,155
719,13
720,108
720,75
720,55
720,118
720,22
720,112
720,170
720,5
720,229
721,160
721,33
721,10
721,25
721,42
721,190
721,169
722,149
722,55
722,100
722,19
722,112
722,105
722,30
723,28
723,165
723,54
723,89
723,62
725,180
725,157
725,218
725,37
725,20
725,113
725,31
726,41
726,8
726,73
726,149
726,178
727,10
727,52
727,112
727,37
727,14
728,138
728,55
728,42
728,96
728,180
729,165
729,54
729,117
729,179
729,155
730,1
730,75
730,56
730,2
730,32
731,319
731,337
731,131
731,65
731,384
731,385
731,259
731,32
731,14
731,53
731,52
732,153
732,50
732,61
732,89
732,190
732,53
732,198
733,147
733,112
733,59
733,1
733,28
734,60
734,138
734,107
734,169
734,6
734,105
734,43
734,35
734,33
735,30
735,98
735,115
735,110
735,18
735,28
735,55
735,75
735,74
736,89
736,13
736,10
736,52
736,191
736,75
736,202
737,104
737,7
737,149
737,166
737,37
738,110
738,18
738,74
738,98
738,29
738,62
738,115
739,142
739,156
739,6
739,56
739,52
739,59
739,89
740,386
740,387
740,313
740,324
740,314
740,65
740,315
741,316
741,8
741,7
741,13
741,117
742,112
742,103
742,388
742,389
742,390
743,138
743,100
743,39
743,50
743,4
743,41
743,16
744,13
744,109
744,100
744,61
744,96
745,57
745,14
745,38
745,36
745,115
745,62
745,58
746,119
746,117
746,33
746,167
746,151
747,165
747,163
747,43
747,166
747,155
747,97
747,25
748,180
748,6
748,98
748,112
748,30
748,16
748,42
749,110
749,18
749,74
749,98
749,164
749,62
749,115
750,53
750,32
750,166
750,1
750,41
750,110
751,14
751,1
751,38
751,25
751,101
752,30
752,98
752,115
752,110
752,18
752,28
752,55
752,75
752,74
753,21
753,20
753,136
753,18
753,51
753,30
753,161
753,162
753,147
753,163
753,13
754,165
754,148
754,107
754,178
754,35
755,76
755,159
755,391
755,79
755,46
755,80
755,281
755,132
755,83
755,392
755,282
756,138
756,157
756,1
756,55
756,52
756,62
756,32
757,8
757,158
757,100
757,56
757,59
757,25
757,19
758,58
758,105
758,139
758,100
759,156
759,108
759,74
759,4
759,120
760,13
760,6
760,393
760,291
760,43
761,51
761,256
761,289
761,96
761,12
762,28
762,122
762,53
762,59
762,35
762,19
762,210
763,394
763,125
763,127
763,308
763,19
763,395
763,396
763,397
763,29
763,152
763,99
764,185
764,186
764,187
764,74
764,188
765,75
765,30
765,111
765,38
765,13
766,100
766,103
766,117
766,4
766,35
766,107
766,55
767,112
767,37
767,92
767,164
767,32
768,138
768,28
768,100
768,38
768,19
768,284
768,59
768,115
768,105
768,32
768,31
769,180
769,52
769,58
769,41
769,62
770,56
770,240
770,21
770,153
770,52
770,238
770,61
771,140
771,106
771,8
771,1
771,55
771,23
771,181
772,145
772,146
772,139
772,189
772,59
773,166
773,100
773,52
773,291
773,59
774,182
774,12
774,136
774,165
774,10
774,16
774,62
775,259
775,305
775,313
775,260
775,344
775,236
775,398
775,307
775,132
775,266
775,342
776,50
776,288
776,120
776,32
776,228
777,89
777,33
777,287
777,2
777,190
778,56
778,240
778,21
778,153
778,52
778,238
778,61
779,110
779,13
779,73
779,1
779,61
780,108
780,109
780,174
780,10
780,291
780,30
780,122
781,140
781,174
781,289
781,290
781,291
781,173
781,122
782,147
782,36
782,35
782,74
782,50
782,29
782,115
782,93
782,89
784,362
784,74
784,381
785,8
785,149
785,101
785,116
785,95
786,38
786,50
786,194
787,8
787,158
787,100
787,56
787,59
787,25
787,19
788,110
788,149
788,92
788,74
788,2
788,62
788,112
789,107
789,177
789,166
789,14
789,31
790,4
790,169
790,14
790,11
790,13
791,14
791,153
791,54
791,380
791,8
792,35
792,22
792,52
792,217
792,5
792,160
792,32
793,175
793,18
793,100
793,39
793,4
793,41
793,16
794,101
794,6
794,155
794,173
794,61
795,296
795,149
795,19
795,50
795,346
796,52
796,127
796,128
796,129
796,130
796,131
796,132
796,19
796,147
796,136
796,105
797,4
797,92
797,3
797,2
797,22
797,168
797,195
798,170
798,25
798,98
798,55
798,74
798,30
798,99
799,340
799,222
799,219
799,122
799,32
800,94
800,95
800,96
800,74
800,97
801,36
801,87
801,88
801,29
801,89
802,139
802,213
802,157
802,37
802,18
802,100
802,29
803,286
803,106
803,170
803,109
803,100
803,30
803,111
804,140
804,8
804,75
804,38
804,174
804,41
804,32
805,166
805,111
805,75
805,60
805,34
805,31
805,93
806,44
806,259
806,232
806,276
806,131
806,336
806,337
807,208
807,56
807,58
807,117
807,27
808,28
808,101
808,195
808,88
808,52
808,183
808,17
809,108
809,53
809,115
809,89
809,31
810,32
810,16
810,21
810,50
810,1
811,43
811,44
811,45
811,46
811,47
811,48
811,49
812,21
812,74
812,42
812,93
812,105
813,33
813,20
813,15
813,34
813,32
813,23
813,35
814,108
814,56
814,120
815,28
815,119
815,29
815,30
815,31
816,1
816,3
816,22
816,10
816,23
816,2
816,16
817,28
817,29
817,17
817,20
817,21
818,24
818,1
818,14
818,15
818,17
819,18
819,13
819,136
819,137
819,153
819,30
819,55
820,43
820,14
820,89
820,100
820,132
821,190
821,103
821,8
821,49
821,211
822,19
822,93
822,97
822,177
822,4
823,12
823,13
823,1
823,14
823,15
823,16
823,17
824,169
824,12
824,25
824,98
824,37
824,153
824,73
825,110
825,142
825,149
825,92
825,37
825,112
825,113
826,157
826,107
826,74
826,20
826,174
827,18
827,43
827,125
827,65
827,126
827,127
827,128
827,129
827,130
827,131
827,132
828,101
828,136
828,116
828,123
828,240
828,109
828,4
829,33
829,30
829,1
829,55
829,50
829,51
829,139
830,19
830,138
830,10
830,59
830,1
831,28
831,53
831,89
831,92
831,58
832,7
832,106
832,75
832,116
832,20
832,61
832,196
833,43
833,69
833,70
833,71
833,72
834,187
834,29
834,211
834,43
834,28
834,232
834,269
834,260
834,233
834,65
834,132
835,56
835,240
835,21
835,153
835,52
835,238
835,61
836,60
836,61
836,62
836,55
836,106
837,138
837,145
837,146
837,139
837,189
837,59
837,160
838,270
838,271
838,272
838,273
838,46
838,274
838,275
838,399
838,356
838,276
838,279
839,15
839,114
839,12
839,191
839,89
840,100
840,30
840,190
840,138
840,170
840,238
840,191
841,180
841,157
841,218
841,37
841,74
841,38
841,113
842,41
842,8
842,73
842,116
842,139
843,115
843,16
843,264
843,55
843,96
845,107
845,108
845,60
845,27
845,237
846,180
846,218
846,74
846,38
846,20
846,113
846,31
847,165
847,54
847,169
847,179
847,101
848,92
848,75
848,19
848,88
848,118
849,35
849,52
849,101
849,29
849,123
849,93
849,136
849,9
849,58
851,39
851,22
851,52
851,217
851,5
851,62
851,160
852,153
852,50
852,61
852,89
852,190
852,53
852,198
853,28
853,74
853,26
853,38
853,3
853,58
853,30
854,153
854,73
854,38
854,178
854,400
855,52
855,32
855,17
855,10
855,2
857,255
857,14
857,123
857,211
857,10
857,49
857,354
858,157
858,7
858,149
858,37
858,38
859,164
859,118
859,56
859,50
859,88
859,59
859,93
859,89
859,100
860,147
860,8
860,10
860,59
860,1
862,86
862,6
862,56
862,52
862,5
862,59
862,89
863,153
863,240
863,38
863,119
863,401
864,75
864,39
864,73
864,74
864,95
865,89
865,33
865,107
865,119
865,155
865,190
865,191
866,205
866,195
866,116
866,97
866,4
867,32
867,14
867,139
867,1
867,106
868,55
868,18
868,60
868,13
868,119
868,50
868,38
870,55
870,30
870,93
870,118
870,98
871,204
871,8
871,30
871,92
871,10
872,147
872,1
872,50
872,38
872,136
872,75
872,32
873,101
873,6
873,155
873,173
873,61
874,256
874,97
874,61
874,111
874,31
874,58
874,138
874,241
874,28
875,74
875,118
875,164
875,50
875,31
876,110
876,149
876,92
876,37
876,74
876,164
876,2
877,55
877,43
877,51
877,52
877,28
878,39
878,22
878,52
878,217
878,5
878,62
878,160
879,6
879,21
879,25
879,178
879,179
879,3
879,101
880,11
880,70
880,50
880,24
880,167
881,8
881,14
881,101
881,116
881,95
882,25
882,195
882,38
882,56
882,50
882,4
882,194
884,15
884,114
884,12
884,191
884,89
886,230
886,266
886,337
886,302
886,402
886,231
886,403
886,303
886,404
886,304
886,232
886,405
887,98
887,55
887,170
887,56
887,88
887,58
887,30
888,157
888,32
888,89
888,41
888,101
888,42
888,31
889,28
889,38
889,119
889,29
889,30
889,115
889,118
890,180
890,157
890,218
890,37
890,20
890,113
890,31
891,24
891,7
891,6
891,119
891,42
891,155
891,13
892,108
892,55
892,22
892,170
892,58
892,5
892,228
893,180
893,14
893,117
893,116
893,56
893,42
893,62
894,160
894,33
894,10
894,25
894,42
894,190
894,169
895,198
895,197
895,106
895,11
895,162
897,119
897,173
897,289
897,170
897,55
898,30
898,28
898,13
899,105
899,119
899,4
899,210
899,55
900,183
900,177
900,116
900,199
900,97
901,75
901,1
901,28
901,7
901,123
902,1
902,74
902,203
902,119
902,56
902,41
902,120
903,32
903,52
903,241
903,19
903,196
904,51
904,89
904,105
904,21
904,135
904,207
904,211
905,123
905,53
905,56
905,41
905,58
906,180
906,157
906,28
906,53
906,34
906,52
906,58
907,286
907,106
907,170
907,109
907,100
907,30
907,111
908,8
908,116
908,153
908,169
908,55
908,25
908,39
909,4
909,61
909,74
909,14
909,13
910,213
910,157
910,37
910,18
910,100
910,109
910,291
911,21
911,30
911,17
911,147
911,29
911,50
911,406
911,234
911,307
911,407
911,365
912,190
912,361
912,7
912,150
912,153
913,35
913,58
913,379
913,114
913,242
914,62
914,9
914,7
914,97
914,115
915,206
915,21
915,214
915,29
915,52
915,215
915,216
916,43
916,117
916,96
916,137
916,163
917,155
917,117
917,100
917,59
917,56
918,24
918,18
918,12
918,173
918,160
919,163
919,75
919,1
919,167
919,16
920,110
920,13
920,73
920,4
920,120
921,4
921,173
921,122
921,1
921,74
922,107
922,212
922,55
922,38
922,53
922,50
922,29
922,103
922,213
922,30
922,93
923,14
923,75
923,112
923,120
923,30
924,182
924,184
924,136
924,165
924,10
924,16
924,62
925,56
925,240
925,21
925,153
925,52
